pan B73 B97 CML103 CML228 CML247 CML277 CML322 CML333 CML52 CML69 HP301 Il14H Ki11 Ki3 Ky21 M162W M37W Mo18W Ms71 NC350 NC358 Oh43 Oh7B P39 Tx303 Tzi8 median
pan_gene_101081 NA NA NA NA NA NA NA 396 NA 411 NA NA NA 411 429 429 405 NA NA NA NA NA NA NA NA NA 408
pan_gene_10109 2997 2997 3015 2997 3015 2997 2997 2997 2997 3009 2997 3009 2997 2997 2997 3015 2997 2997 3009 2997 2997 2997 2997 NA 2997 2997 2997
pan_gene_1011 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
pan_gene_10110 2397 2397 2397 2397 2397 2397 2397 2397 2397 2397 NA 2397 2397 2397 2397 2397 2397 2397 2397 2397 2397 2397 2397 2397 2397 2397 2397
pan_gene_101101 NA NA NA NA NA NA NA NA 279 NA NA NA NA NA NA NA NA NA NA NA 279 NA NA NA NA 279 279
pan_gene_101102 NA NA NA NA NA NA NA 468 NA NA 468 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 468
pan_gene_101106 NA NA NA NA NA NA NA NA NA NA NA NA 534 NA NA NA NA NA NA NA 534 NA NA NA NA 534 534
pan_gene_101108 NA NA 195 NA NA 195 195 195 195 195 195 195 NA 195 NA NA 195 195 195 195 195 195 195 NA 195 195 195
pan_gene_101109 NA 1224 NA 1224 1233 NA NA 1233 1224 1233 NA NA 1224 1233 1224 NA NA NA 1224 NA 1233 1224 1224 1224 NA NA 1224
pan_gene_10111 2235 2235 2235 2235 2235 NA 2235 2235 2235 2235 2235 2235 2235 2235 2235 2235 2235 2235 2235 2235 2235 2235 2235 2235 2235 2235 2235
pan_gene_101117 NA NA NA NA NA NA NA NA 444 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 444 444
pan_gene_10112 231 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 231 NA 231
pan_gene_101121 NA 852 822 852 834 852 816 858 852 834 831 822 NA 831 765 840 831 849 822 852 834 822 822 822 822 834 831
pan_gene_101128 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 471 471
pan_gene_101134 NA 522 522 522 522 522 522 522 522 522 522 522 522 522 522 522 522 522 522 522 522 522 522 522 522 522 522
pan_gene_101138 NA NA NA 306 345 NA NA 306 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 306 325.5
pan_gene_10114 405 NA 375 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 390
pan_gene_101143 NA 735 NA NA 735 NA NA NA NA 717 NA 735 NA 735 735 NA 735 735 NA NA NA 735 NA NA 735 NA 735
pan_gene_101145 NA 777 780 780 777 NA 732 828 NA 780 783 780 774 777 825 783 783 732 NA 834 783 783 780 777 783 783 780
pan_gene_101149 NA NA NA NA NA 327 NA NA NA NA NA NA NA 327 NA NA NA NA 327 NA NA 330 NA 309 NA 309 327
pan_gene_10115 513 513 513 513 513 513 513 513 513 513 513 513 513 513 513 513 513 513 513 513 513 513 513 513 513 513 513
pan_gene_101152 NA NA 303 NA 303 NA 303 NA NA 303 NA NA 303 303 NA 303 NA 303 NA 303 303 NA NA NA 303 NA 303
pan_gene_10116 2826 2826 2826 2820 2829 2823 2820 2820 2820 2820 2826 2826 2826 2820 2826 2826 2820 2826 2826 2829 2820 2820 2826 2826 2817 2820 2826
pan_gene_101162 NA 423 405 423 444 444 426 411 444 426 NA NA 411 390 NA NA NA NA NA NA NA NA NA 444 NA NA 424.5
pan_gene_101163 NA 450 NA NA 459 453 408 420 423 420 NA NA 438 NA NA NA NA NA 408 NA NA 438 447 NA NA NA 421.5
pan_gene_10117 2181 2181 2181 2181 2181 2181 2181 2181 2181 2181 2181 2181 2181 2181 2181 2181 2181 2181 2181 2181 2181 2181 2181 2181 2181 2181 2181
pan_gene_101179 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
pan_gene_10118 1488 1488 1488 1488 1488 NA 1488 1488 1488 1488 1488 1503 NA 1488 1488 1488 1488 1488 1488 1488 1488 1488 1488 1488 1488 1488 1488
pan_gene_101180 NA 597 579 594 579 579 594 591 597 591 603 603 573 585 585 585 594 585 579 582 597 579 579 603 579 585 585
pan_gene_10119 2304 2304 2298 2307 NA 2304 2301 2238 2313 2301 NA 2307 2310 2307 2307 2307 2301 NA 2301 2304 NA 2298 NA 2268 2307 2307 2304
pan_gene_1012 NA 1554 1551 1554 1551 1551 NA 1428 1635 1554 1545 NA 1551 1554 1551 1554 1554 1554 1545 1551 1554 1551 NA NA 1554 1554 1551
pan_gene_101202 NA 762 786 798 771 792 780 768 762 762 762 786 768 774 810 756 768 774 786 NA 762 NA 768 774 786 762 769.5
pan_gene_101203 NA NA 1869 1845 NA NA 1845 1848 NA 1845 1845 NA NA 1845 1854 1845 NA NA 1860 1845 1845 1860 1848 1848 1845 1845 1845
pan_gene_101209 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 198 198
pan_gene_10121 972 972 972 972 972 972 972 NA 972 972 972 972 NA NA 972 972 972 972 972 972 972 972 972 972 972 972 972
pan_gene_101223 NA NA NA NA 333 333 333 333 333 NA NA 333 NA 333 333 NA 333 NA NA 333 NA 333 333 NA 333 333 333
pan_gene_101229 NA NA NA 1434 1434 NA NA 1428 NA 1431 NA NA NA 1434 NA NA 1431 NA NA NA NA NA NA NA NA 1422 1429.5
pan_gene_10123 624 624 627 609 624 621 627 609 609 621 624 624 NA 609 NA 627 627 633 NA 627 624 627 633 633 621 627 625.5
pan_gene_101237 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 264 264
pan_gene_10124 636 NA 624 624 NA NA 624 624 636 NA 648 NA NA 624 NA NA 645 630 NA NA NA 648 630 NA NA 636 630
pan_gene_101243 NA NA NA NA NA 1329 NA 1344 1344 NA NA NA NA NA NA NA 1347 NA NA NA 1344 1344 NA NA NA NA 1344
pan_gene_101245 1026 NA NA NA NA NA NA NA NA NA NA NA NA NA 981 NA 1026 NA NA 1026 1026 NA NA NA 1026 NA 1026
pan_gene_10126 1314 1314 1314 1314 1314 1305 1314 1314 1308 1314 1314 1314 1314 1314 1314 1314 1314 1314 1314 1314 1314 1314 1314 1314 1314 1314 1314
pan_gene_10127 NA NA NA NA 564 NA NA 519 NA NA NA NA NA NA 564 NA NA NA NA NA NA NA NA NA NA 564 564
pan_gene_101272 NA 1095 1098 1083 1098 1092 1092 1083 1095 1083 1092 1095 1083 1083 1098 1083 1083 1092 1092 1092 1098 1095 1092 1095 1098 1083 1092
pan_gene_101276 NA 399 NA NA NA NA NA 363 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 363 363 363
pan_gene_10129 NA NA NA NA NA 252 NA NA 252 NA NA NA NA NA NA NA NA NA 252 NA 252 252 NA NA NA NA 252
pan_gene_101291 498 498 498 498 498 498 498 498 NA 498 498 498 498 498 498 498 498 498 498 498 498 498 498 498 498 NA 498
pan_gene_1013 510 510 510 510 510 510 510 510 510 NA 510 510 510 510 510 510 510 510 510 510 510 510 510 510 510 510 510
pan_gene_101303 NA 351 324 NA NA NA NA 324 NA NA NA 324 NA NA NA NA 324 NA NA NA NA NA NA 324 NA 324 324
pan_gene_10131 2577 2577 2580 2568 2586 2574 2568 2574 2577 2574 2574 2568 2574 2568 2574 2574 2568 2568 2568 2580 2568 2568 2568 2568 2568 2568 2571
pan_gene_10133 1050 1050 1047 1050 1050 1050 1050 1050 1050 1050 1050 1056 1050 1050 1050 1050 1047 1050 1050 1050 1050 1050 1050 1050 1050 1050 1050
pan_gene_101337 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 417 417
pan_gene_101338 NA 900 966 936 942 936 882 939 936 912 918 852 936 NA 954 NA 936 939 NA 912 912 900 918 927 933 NA 930
pan_gene_10134 1383 1383 1383 1389 1383 1383 1386 1389 1389 1383 1383 1383 1383 1389 1383 1383 1383 1383 1383 1398 1389 1383 1383 1383 1383 1383 1383
pan_gene_101342 NA NA NA NA NA NA NA NA NA 345 345 NA NA NA NA NA NA 345 NA NA NA NA NA NA NA NA 345
pan_gene_101345 NA NA NA NA NA NA NA NA NA NA 483 NA NA NA NA NA 483 NA NA NA NA NA NA NA NA NA 483
pan_gene_101346 NA NA NA NA NA NA 294 NA NA NA NA 294 NA NA NA NA NA 294 NA NA NA NA 294 NA 294 294 294
pan_gene_101348 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 609 609
pan_gene_101349 NA 624 645 NA NA 651 NA 651 642 669 NA NA NA 645 582 651 582 NA NA NA 645 651 642 651 NA NA 645
pan_gene_101354 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 360 NA 360 NA NA NA NA NA NA NA NA 360
pan_gene_101355 NA 507 NA 507 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 507
pan_gene_101358 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 336 336
pan_gene_101364 NA 816 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 822 816
pan_gene_101367 NA 462 462 462 462 NA NA NA NA NA NA NA NA NA NA NA NA NA 462 NA NA NA 462 NA NA 462 462
pan_gene_101374 NA 300 NA NA NA NA NA NA NA NA NA NA 300 NA NA NA NA NA NA NA NA NA NA NA NA 276 300
pan_gene_101375 NA NA NA NA 795 NA 795 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 795
pan_gene_10138 1008 954 NA 990 981 993 990 990 978 NA 1008 996 1008 990 987 1011 966 975 972 990 990 1008 975 972 975 993 990
pan_gene_101380 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 300 NA NA NA 300 NA NA NA NA 300
pan_gene_101381 NA NA NA NA NA NA NA 378 NA NA NA 378 NA NA NA NA NA NA NA NA NA 378 NA NA 378 378 378
pan_gene_101384 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 796.5
pan_gene_101388 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 348 348
pan_gene_10139 672 672 672 672 684 672 672 672 672 NA 684 678 672 672 684 672 684 684 684 672 672 678 684 684 672 672 672
pan_gene_101390 NA NA NA 231 NA NA NA NA NA NA NA 231 NA NA NA NA NA NA 231 NA NA NA NA 231 NA 231 231
pan_gene_101395 NA NA NA NA NA NA NA NA NA NA NA NA 423 NA NA NA 423 NA NA NA NA 384 NA 423 NA 423 423
pan_gene_1014 NA 1002 996 1002 996 1002 1002 996 NA 1002 1005 NA 1002 1002 996 1002 NA NA 1011 996 1002 NA 1086 NA 1002 1002 1002
pan_gene_10140 8163 8163 8163 8148 8151 8139 8148 8148 8148 8148 8160 8160 8148 8148 8157 8148 8157 8148 8160 8148 8148 8148 8148 8160 8157 8148 8148
pan_gene_101406 2079 2079 2079 2079 2079 2079 2079 2079 2079 2079 2079 2079 2079 2079 2079 2079 2079 2079 2079 2079 2079 2079 2079 2079 2079 NA 2079
pan_gene_101424 NA 1242 1242 1242 1242 1242 NA NA 1242 NA 1242 1242 1242 1242 NA 1242 NA 1242 1242 NA 1242 1242 1242 NA NA 1242 1242
pan_gene_101426 NA 273 273 NA 273 273 NA NA 273 NA 255 273 NA 273 NA 273 273 NA NA 273 273 NA 273 273 273 273 273
pan_gene_101430 NA NA 354 NA NA NA NA 354 NA NA NA NA 354 NA NA NA 354 NA NA NA NA NA 360 NA NA NA 357
pan_gene_101436 NA 429 NA NA NA NA NA NA NA NA NA NA NA NA 438 NA NA NA 468 NA NA NA NA NA NA NA 468
pan_gene_101437 NA 354 NA NA NA 354 NA NA NA NA NA NA 393 NA NA NA NA NA NA NA NA NA NA NA NA NA 393
pan_gene_10144 1845 1944 1944 1944 NA 1845 1944 NA 1944 1944 1944 1944 1944 1944 1845 1944 NA 1944 1944 1845 1944 1944 1944 1944 1944 NA 1944
pan_gene_101441 NA NA 3060 3060 3060 3060 3060 3060 3060 3060 3060 3060 3060 3060 3060 3060 3060 3054 3060 3060 NA 3060 NA 3060 3060 NA 3060
pan_gene_101452 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 393
pan_gene_10148 1416 NA 1419 1416 NA 1419 1416 1500 NA 1419 1419 1416 NA 1416 1281 1416 NA 1416 NA 1419 1416 1419 1422 1416 1416 1419 1419
pan_gene_10149 1203 1206 1209 1230 1209 NA 1191 1179 NA NA 1191 NA 1206 1206 NA 1191 NA 1206 1242 1197 1206 NA 1218 NA 1212 1212 1206
pan_gene_101491 NA 276 276 NA 276 279 276 276 NA NA NA NA 276 276 NA 276 NA 276 276 NA 276 NA 276 276 NA 276 276
pan_gene_1015 NA 1788 1788 1788 NA 1788 1788 1788 1788 NA 1788 1788 1788 1788 1788 1788 1788 1788 1788 1788 1788 1788 1788 1788 1788 1788 1788
pan_gene_10150 3711 3708 3708 3711 3711 3711 3711 3711 3711 3711 3708 3711 3708 3708 3711 3708 3708 3708 3708 3708 3711 3711 3708 3711 3711 3708 3711
pan_gene_101501 NA 405 NA NA NA NA NA NA NA NA NA NA 369 369 NA NA NA NA NA 444 NA NA 405 NA 405 369 405
pan_gene_10151 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 315
pan_gene_101511 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 402 402
pan_gene_10152 1611 1611 1611 1611 1611 1611 1611 1611 1611 1611 1611 1611 1611 1611 1611 1611 1611 1611 1611 1611 1611 1611 1611 1611 1611 1611 1611
pan_gene_101526 NA 456 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 456 NA NA 429 NA 456 456
pan_gene_101527 NA NA NA 378 330 NA NA NA 330 NA NA 366 NA NA NA 366 NA NA 330 NA 330 366 330 NA NA NA 366
pan_gene_10153 1419 1419 NA 1419 NA NA NA 1452 1386 1419 NA NA 1386 1419 NA NA NA 1419 1401 NA 1425 NA 1401 NA NA 1404 1419
pan_gene_101532 NA NA NA NA 294 NA 294 NA NA 294 NA 294 294 294 NA NA 294 NA NA NA 294 NA NA NA NA NA 294
pan_gene_101538 NA 663 663 663 663 663 663 663 NA 663 663 663 663 663 663 NA 663 663 663 663 663 663 663 663 663 663 663
pan_gene_10154 NA NA NA NA NA 399 NA NA NA NA NA NA NA 393 NA NA 393 393 NA 420 NA NA NA NA NA NA 393
pan_gene_101545 NA NA NA 303 NA NA NA NA NA NA NA NA NA NA 282 NA NA NA NA NA NA NA 306 NA NA 303 303
pan_gene_10155 1269 1269 1269 1269 1269 1269 1269 1269 1269 1269 1269 1269 1269 1269 1269 1269 1269 1269 1269 1269 1269 1269 1269 1269 1269 1269 1269
pan_gene_101559 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 339 339
pan_gene_10156 309 309 306 NA 306 NA 306 327 NA 306 306 306 NA NA NA NA NA NA NA 309 NA NA 309 309 306 NA 309
pan_gene_101560 NA NA NA NA NA NA NA NA NA 387 NA NA NA 414 NA NA NA 414 NA NA NA NA NA NA NA 414 414
pan_gene_101562 NA 492 495 NA 492 492 492 492 492 NA 495 495 492 492 495 492 492 492 492 492 492 492 495 495 495 492 492
pan_gene_101563 NA NA NA 504 NA 504 NA 504 504 504 504 NA NA 504 NA 504 504 NA NA 504 504 NA 504 NA NA 504 504
pan_gene_101568 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 360 360 NA 360
pan_gene_101570 NA NA 393 NA NA 393 NA 393 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 393 NA NA NA 393
pan_gene_10158 1245 1245 1227 1230 1224 1233 1227 1200 1224 1227 1227 1227 1224 1230 1227 1227 1227 1230 1227 1227 1230 1227 1227 1227 1200 1230 1227
pan_gene_1016 957 957 957 957 957 957 957 957 957 957 957 957 957 957 957 957 957 957 957 957 957 957 957 957 957 957 957
pan_gene_101608 NA NA NA NA NA NA NA NA NA NA NA NA 357 NA NA NA NA NA NA NA NA NA NA 360 363 357 357
pan_gene_10161 NA 795 NA 795 795 NA 795 795 795 NA 795 795 795 795 NA 795 795 795 795 795 795 795 NA 795 795 795 795
pan_gene_101611 NA NA NA 663 663 663 NA 663 663 663 663 NA 663 663 663 NA 663 663 NA NA 663 NA 663 NA NA NA 663
pan_gene_101613 NA 804 786 792 717 804 786 792 792 792 786 786 792 786 804 786 786 792 786 786 792 804 792 786 804 786 792
pan_gene_10162 678 NA 678 NA 678 NA 678 678 678 678 678 678 NA NA NA 678 678 678 678 NA NA NA 678 678 678 735 678
pan_gene_101628 NA 1095 1095 1095 1095 NA 1095 1095 1095 1095 1095 1095 1095 1095 1095 1095 1095 1095 1095 1095 1095 1095 1095 1095 1095 1095 1095
pan_gene_101629 348 348 NA 348 NA NA NA NA NA NA 348 NA NA NA NA 348 NA NA 330 348 NA 348 NA NA 348 NA 348
pan_gene_10163 NA 3318 3315 3318 3318 3318 NA 3318 3315 3258 3255 3318 3318 3318 3315 3318 3318 3318 3318 3318 3315 3315 3312 3318 3318 3318 3318
pan_gene_101630 NA NA NA 366 NA NA NA NA NA 375 375 NA 366 375 375 NA NA 375 NA NA 375 NA 375 375 NA 375 375
pan_gene_101631 NA NA 624 624 NA 618 NA NA NA NA 624 NA 624 624 NA NA 615 NA NA 615 NA NA NA 624 NA 624 624
pan_gene_10164 1104 1104 1104 1104 1104 1104 1104 1104 1104 1104 1104 1104 1104 1104 1104 1104 1104 1104 1104 1104 1104 1104 1104 1104 1104 1104 1104
pan_gene_101640 NA 1503 1491 NA NA NA 1431 1539 1335 1284 1497 NA NA 1410 NA 1431 1305 1476 1503 1374 NA NA NA NA 1497 NA 1410
pan_gene_101645 NA 1347 1347 1329 1347 1347 1347 1353 1347 1329 1353 1347 1347 1347 1347 1347 1347 1347 1347 1347 1347 1347 1347 1353 1356 1347 1347
pan_gene_10165 480 NA NA NA NA NA NA NA NA NA NA NA NA NA 480 NA NA NA NA NA NA 480 NA 480 NA NA 480
pan_gene_101650 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 313.5
pan_gene_101657 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 232.5
pan_gene_101659 NA 558 NA NA NA NA NA 558 558 NA NA NA NA NA 558 NA NA NA 558 558 NA NA NA NA 558 558 558
pan_gene_10166 NA 720 NA 720 720 NA NA NA NA 720 720 720 NA 720 NA NA NA 720 NA 720 NA NA NA NA 693 720 720
pan_gene_101660 NA NA NA NA NA 246 NA 237 243 NA NA 246 NA NA 246 NA NA 246 NA 246 NA NA 246 NA 270 NA 246
pan_gene_101663 NA NA 204 NA 204 NA NA 204 204 204 NA 204 204 204 204 204 204 204 NA 204 204 204 204 NA 204 204 204
pan_gene_101665 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 321 321
pan_gene_10167 NA 1368 1368 1368 1368 1368 1368 1368 1368 1368 1368 1368 1368 NA 1368 1368 1368 NA 1368 1368 1368 1368 1368 1368 1368 1368 1368
pan_gene_101671 NA 975 975 975 975 975 975 975 975 975 975 975 975 975 975 975 975 975 975 975 975 975 975 975 975 975 975
pan_gene_101673 NA 270 270 294 NA 270 261 270 270 NA NA NA 270 270 270 NA 270 267 NA 267 NA 270 270 270 270 270 270
pan_gene_101676 NA 996 996 996 996 996 996 996 996 996 996 996 996 996 996 996 996 996 996 996 996 996 996 996 996 996 996
pan_gene_101677 NA 324 NA NA 303 NA 303 324 NA NA NA NA NA NA NA NA NA 324 324 NA NA NA NA NA 324 324 324
pan_gene_10168 600 600 600 600 600 600 600 600 600 600 600 600 600 600 600 600 600 600 600 600 600 600 600 600 600 600 600
pan_gene_10169 585 585 585 585 585 585 NA 585 585 585 585 585 585 585 585 585 585 585 564 585 585 585 564 585 585 585 585
pan_gene_101694 NA 1242 1242 1248 1245 1248 1242 1248 1242 1245 1245 1248 1248 1242 1242 1242 1248 1248 1242 1236 1251 1236 1242 1245 1248 1248 1245
pan_gene_101695 NA NA NA NA 282 NA NA NA 282 NA NA NA NA 282 NA NA NA NA NA 282 NA NA NA NA NA NA 282
pan_gene_101699 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 348 NA NA NA NA NA NA NA NA NA NA 348 348
pan_gene_101710 NA NA 522 NA NA NA 522 NA 522 NA NA 522 522 522 522 NA NA 522 522 522 522 NA NA NA NA 522 522
pan_gene_10172 NA 1113 1113 NA NA NA NA 1113 NA 1113 1113 1113 1113 NA 1113 NA NA 1113 1113 1113 NA 1113 1113 1113 1113 1113 1113
pan_gene_101722 NA NA NA NA NA NA NA NA NA NA 315 NA NA NA 315 NA NA NA NA NA NA NA NA NA NA 315 315
pan_gene_101723 NA 753 786 783 786 780 783 753 789 NA 780 NA 786 783 NA 780 783 NA 780 783 783 NA 783 NA 783 789 783
pan_gene_10173 498 498 537 NA NA 498 NA NA NA 498 498 498 498 NA 498 NA 498 NA 498 498 NA NA 498 498 498 498 498
pan_gene_101737 NA NA 2586 2520 2607 2607 NA NA NA 2586 2586 2607 2607 2607 2490 2607 2607 2514 NA NA 2586 NA 2607 NA 2586 NA 2586
pan_gene_10174 1770 1770 1773 1770 1770 1770 1773 1773 1773 NA 1770 1773 1773 1770 1770 1773 1773 1770 1764 1770 1770 1770 1764 1770 1770 1773 1770
pan_gene_101748 NA NA NA NA NA NA NA NA 414 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 414 414
pan_gene_10175 978 978 978 978 978 978 978 978 978 978 978 978 978 978 978 978 978 978 978 978 978 978 978 978 978 978 978
pan_gene_101753 417 417 NA NA 354 NA NA NA NA NA NA 417 NA NA NA NA NA NA NA NA NA NA NA 354 NA NA 385.5
pan_gene_10176 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
pan_gene_101763 NA 345 NA NA NA NA NA NA NA NA 345 NA NA NA 345 NA NA NA NA NA NA 345 NA NA NA 345 345
pan_gene_101779 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 420 420
pan_gene_10178 2400 2313 2400 2313 2400 2313 2400 2400 2313 2376 2400 2400 2400 2313 2313 2313 2313 2400 2313 2313 2400 2313 2313 2313 2313 2400 2313
pan_gene_101784 NA 498 504 537 504 507 507 528 504 528 NA 510 501 495 504 528 504 507 534 504 504 534 504 504 504 495 504
pan_gene_101785 NA 447 NA 447 447 447 NA 444 444 447 450 450 NA 447 NA 447 NA 447 447 447 447 NA 447 447 447 447 447
pan_gene_101790 NA NA NA NA NA NA 336 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 336 336
pan_gene_1018 2613 2610 2595 2613 2613 2610 2613 2610 2613 2613 2613 2613 2610 2613 2610 NA 2610 2613 2610 2535 2613 2610 2613 2613 2610 2613 2613
pan_gene_10180 NA NA 1302 1311 1311 NA 1311 1311 1311 1311 1311 1302 1311 1311 1311 1302 1302 1311 1311 1302 1311 1311 1311 1311 NA 1311 1311
pan_gene_101806 534 NA NA NA NA NA NA NA 564 NA NA NA NA NA NA 588 NA NA NA NA NA NA NA NA NA NA 576
pan_gene_101816 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 306 NA NA NA NA NA NA NA NA NA 306 306
pan_gene_101817 NA NA 1518 1524 NA 1521 NA 1521 1518 NA 1536 1530 1524 NA 1524 NA NA NA 1524 1521 1518 1536 NA 1530 NA 1524 1524
pan_gene_10182 510 510 510 510 510 510 510 510 510 510 510 510 510 510 510 510 510 510 510 510 510 510 510 510 510 510 510
pan_gene_101823 NA NA 1068 NA NA 1068 1068 1068 1068 1068 1068 NA 1068 1074 NA 1068 1068 1068 NA 1068 1068 1068 1068 1068 1068 1068 1068
pan_gene_10185 NA 1332 1332 1332 NA 1332 NA 1332 1332 1332 NA 1332 NA 1332 NA NA 1332 1377 1332 1332 1332 1332 1332 1332 1332 1332 1332
pan_gene_101853 NA 558 558 558 558 558 558 558 582 NA 558 558 558 558 558 558 558 558 558 558 NA NA 558 558 558 558 558
pan_gene_101856 NA 423 423 NA 423 423 423 423 423 NA NA NA 423 NA 423 NA NA 423 423 423 NA 423 423 423 NA 423 423
pan_gene_101859 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 741 741
pan_gene_10186 2571 2571 2568 2568 2568 2571 2571 2568 2571 2568 2559 2571 2571 2568 2559 2568 2568 2568 NA 2571 2568 2559 2571 2559 2568 2568 2568
pan_gene_101861 NA NA 948 948 948 948 948 948 948 948 NA 948 NA 948 948 948 NA 948 NA NA 948 948 NA NA 948 948 948
pan_gene_101863 NA NA 705 NA NA 705 NA NA 705 NA NA 705 711 NA NA NA 705 705 705 705 705 705 NA NA NA 705 705
pan_gene_101865 NA NA NA NA 771 NA NA NA 771 810 NA 771 NA NA NA NA NA NA NA 780 NA 780 837 NA NA NA 780
pan_gene_101866 NA NA 1749 1749 1749 1749 NA NA 1902 1902 1749 1749 1899 1749 NA NA 1749 NA NA NA 1749 1749 NA NA 1749 NA 1749
pan_gene_10187 1779 1785 1785 1791 1791 1785 1785 1791 1785 1791 1764 1785 1779 1791 1764 1791 1785 1785 1785 1785 1791 1791 1785 1791 1791 1785 1785
pan_gene_10188 4692 4692 4692 4692 4692 4692 4692 4692 4692 4692 4692 4692 4692 4692 4689 4692 4692 4692 4692 4692 4689 4692 4692 4692 4692 4692 4692
pan_gene_10189 1185 1185 1179 1179 1179 1179 1179 1179 1179 1179 1179 1179 1179 1179 1179 NA 1179 NA 1179 1179 1179 1179 1179 1179 NA NA 1179
pan_gene_1019 1194 1194 1194 1206 1206 1194 1194 1194 1206 1194 1194 1194 1194 1206 1194 1194 1194 1194 1194 1194 1194 1194 1194 1194 1194 1194 1194
pan_gene_10190 2319 2319 2319 2319 2319 2319 2319 2319 2319 2319 2319 2319 2319 2319 2319 2319 2319 2319 2319 2319 2319 2319 2319 2319 2319 2319 2319
pan_gene_101905 NA NA NA NA 333 NA NA NA NA NA NA NA NA NA NA 279 NA NA NA NA NA NA NA NA NA NA 306
pan_gene_101906 NA NA NA 453 453 453 453 453 NA NA NA NA 453 453 NA 453 453 NA 453 453 NA 453 453 NA NA 453 453
pan_gene_101907 NA NA NA 423 423 423 423 423 NA NA NA NA 423 423 423 NA NA NA NA 423 NA 423 NA NA NA 423 423
pan_gene_101908 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 318 NA NA NA NA NA NA NA 318 NA 327 NA 327
pan_gene_101910 NA NA NA 1128 NA NA NA NA NA 1221 NA 1203 1119 NA NA 1065 NA NA NA NA NA NA NA NA NA 1128 1123.5
pan_gene_101916 NA 213 213 201 NA 201 NA 213 201 213 213 213 213 201 NA 213 213 213 NA 201 213 NA 213 213 213 213 213
pan_gene_10192 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
pan_gene_101923 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 465 NA NA NA NA NA NA 465 465
pan_gene_101924 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 366 366
