"pan","B73","B97","CML103","CML228","CML247","CML277","CML322","CML333","CML52","CML69","HP301","Il14H","Ki11","Ki3","Ky21","M162W","M37W","Mo18W","Ms71","NC350","NC358","Oh43","Oh7B","P39","Tx303","Tzi8","median"
"pan_gene_1010",3513,3513,3633,3513,3633,3513,3633,2985,3633,3510,3633,3633,3633,3633,3633,3513,3633,3633,3633,3513,3513,3633,3633,3513,3633,3633,3633
"pan_gene_101014",NA,NA,441,NA,480,480,NA,432,480,441,474,480,NA,NA,480,480,NA,NA,480,432,NA,432,NA,NA,480,NA,480
"pan_gene_10102",2340,2340,2340,2340,2340,2340,2343,2340,2340,2340,2343,2340,2340,2343,2343,2343,2343,2343,NA,2340,2340,2343,2343,2343,2340,2343,2340
"pan_gene_101021",NA,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1197,1206,1206,1206,1206
"pan_gene_101029",NA,375,168,NA,NA,333,NA,NA,NA,333,NA,402,NA,NA,312,NA,333,312,180,NA,NA,390,NA,168,NA,NA,333
"pan_gene_10103",1347,1347,1347,1299,1299,1347,1299,1299,1299,1347,1299,1299,1299,1299,1299,1299,1299,1299,1299,1347,1299,1299,1299,1299,1299,1347,1299
"pan_gene_101036",NA,972,987,987,972,975,987,972,987,987,987,987,972,981,987,987,975,987,987,987,975,981,987,990,975,987,987
"pan_gene_101038",NA,396,381,NA,705,NA,399,NA,354,381,384,360,NA,NA,384,414,414,399,NA,426,399,399,348,NA,399,399,399
"pan_gene_10104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pan_gene_101044",NA,663,669,669,663,663,669,663,663,669,663,NA,663,669,663,669,669,NA,663,663,663,669,675,669,663,663,663
"pan_gene_101052",NA,990,NA,1005,990,1005,1005,435,1002,990,990,990,990,1005,990,597,990,939,1005,993,990,990,990,990,990,990,990
"pan_gene_101053",NA,318,318,NA,366,366,NA,NA,NA,NA,NA,318,NA,NA,318,NA,366,NA,NA,609,366,NA,366,345,NA,NA,366
"pan_gene_101057",NA,NA,447,NA,NA,843,447,NA,NA,471,NA,399,456,450,NA,NA,360,NA,459,192,312,321,444,NA,NA,NA,447
"pan_gene_101059",NA,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696
"pan_gene_10106",NA,NA,NA,3162,NA,NA,NA,3159,3159,3162,NA,3162,NA,3162,NA,NA,NA,3162,2952,3159,NA,NA,3162,NA,NA,NA,3162
"pan_gene_101063",1494,NA,NA,1494,NA,NA,NA,NA,1494,NA,NA,1494,NA,1494,NA,NA,1503,NA,NA,NA,NA,NA,NA,1482,NA,NA,1494
"pan_gene_10107",1614,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086
"pan_gene_101070",NA,858,858,858,858,858,858,858,858,615,858,858,858,858,858,858,858,858,858,858,858,858,858,858,858,858,858
"pan_gene_101074",NA,NA,414,NA,414,414,414,441,435,NA,NA,435,435,NA,NA,NA,435,NA,NA,NA,NA,NA,NA,NA,414,414,414
"pan_gene_101077",NA,306,306,306,306,306,306,306,306,306,306,306,306,306,NA,NA,306,306,306,306,306,306,306,306,306,306,306
"pan_gene_101081",NA,NA,NA,NA,NA,NA,NA,396,NA,411,492,363,NA,411,429,429,405,NA,NA,258,345,NA,315,NA,NA,492,408
"pan_gene_10109",2997,2997,3015,2997,3015,2997,2997,2997,2997,3009,2997,3009,2997,2997,2997,3015,2997,2997,3009,2997,2997,2997,2997,NA,2997,2997,2997
"pan_gene_1011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pan_gene_10110",2397,2397,2397,2397,2397,2397,2397,2397,2397,2397,NA,2397,2397,2397,2397,2397,2397,2397,2397,2397,2397,2397,2397,2397,2397,2397,2397
"pan_gene_101101",NA,NA,NA,NA,NA,NA,NA,NA,279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279,NA,NA,NA,NA,279,279
"pan_gene_101102",NA,NA,NA,NA,411,NA,NA,468,NA,NA,468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,525,468
"pan_gene_101106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,534,NA,NA,NA,NA,NA,NA,NA,534,NA,NA,NA,NA,534,534
"pan_gene_101108",NA,390,195,NA,390,195,195,195,195,195,195,195,390,195,429,429,195,195,195,195,195,195,195,390,195,195,195
"pan_gene_101109",NA,1224,NA,1224,1233,NA,NA,1233,1224,1233,NA,NA,1224,1233,1224,NA,NA,NA,1224,NA,1233,1224,1224,1224,NA,NA,1224
"pan_gene_10111",2235,2235,2235,2235,2235,NA,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235
"pan_gene_101117",NA,NA,NA,NA,NA,NA,NA,NA,444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,444,444
"pan_gene_10112",231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231,NA,231
"pan_gene_101121",NA,852,822,852,834,852,816,858,852,834,831,822,600,831,765,840,831,849,822,852,834,822,822,822,822,834,831
"pan_gene_101128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,471,471
"pan_gene_101134",NA,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522
"pan_gene_101138",NA,NA,NA,306,345,NA,NA,306,NA,387,NA,NA,159,NA,NA,246,NA,NA,414,378,456,NA,NA,NA,NA,306,325.5
"pan_gene_10114",405,NA,375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390
"pan_gene_101143",NA,735,NA,NA,735,NA,423,NA,NA,717,NA,735,NA,735,735,210,735,735,NA,NA,NA,735,NA,NA,735,210,735
"pan_gene_101145",NA,777,780,780,777,915,732,828,870,780,783,780,774,777,825,783,783,732,645,834,783,783,780,777,783,783,780
"pan_gene_101149",NA,NA,NA,NA,NA,327,NA,NA,NA,NA,NA,NA,NA,327,NA,NA,NA,NA,327,NA,NA,330,NA,309,NA,309,327
"pan_gene_10115",513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513
"pan_gene_101152",NA,NA,303,NA,303,NA,303,NA,NA,303,NA,NA,303,303,354,303,NA,303,NA,303,303,NA,NA,NA,303,345,303
"pan_gene_10116",2826,2826,2826,2820,2829,2823,2820,2820,2820,2820,2826,2826,2826,2820,2826,2826,2820,2826,2826,2829,2820,2820,2826,2826,2817,2820,2826
"pan_gene_101162",NA,423,405,423,444,444,426,411,444,426,525,NA,411,390,NA,945,540,NA,NA,219,570,NA,237,444,219,339,424.5
"pan_gene_101163",NA,450,NA,NA,459,453,408,420,423,420,NA,NA,438,NA,348,NA,348,NA,408,NA,NA,438,447,NA,NA,348,421.5
"pan_gene_10117",2181,2181,2181,2181,2181,2181,2181,2181,2181,2181,2181,2181,2181,2181,2181,2181,2181,2181,2181,2181,2181,2181,2181,2181,2181,2181,2181
"pan_gene_101179",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pan_gene_10118",1488,1488,1488,1488,1488,NA,1488,1488,1488,1488,1488,1503,NA,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488
"pan_gene_101180",NA,597,579,594,579,579,594,591,597,591,603,603,573,585,585,585,594,585,579,582,597,579,579,603,579,585,585
"pan_gene_10119",2304,2304,2298,2307,1686,2304,2301,2238,2313,2301,1689,2307,2310,2307,2307,2307,2301,NA,2301,2304,NA,2298,NA,2268,2307,2307,2304
"pan_gene_1012",1362,1554,1551,1554,1551,1551,NA,1428,1635,1554,1545,423,1551,1554,1551,1554,1554,1554,1545,1551,1554,1551,NA,NA,1554,1554,1551
"pan_gene_101202",NA,762,786,798,771,792,780,768,762,762,762,786,768,774,810,756,768,774,786,NA,762,324,768,774,786,762,769.5
"pan_gene_101203",NA,252,1869,1845,NA,216,1845,1848,NA,1845,1845,2253,NA,1845,1854,1845,NA,NA,1860,1845,1845,1860,1848,1848,1845,1845,1845
"pan_gene_101209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198,198
"pan_gene_10121",972,972,972,972,972,972,972,NA,972,972,972,972,606,NA,972,972,972,972,972,972,972,972,972,972,972,972,972
"pan_gene_101223",NA,NA,NA,NA,333,333,333,333,333,NA,NA,333,NA,333,333,NA,333,NA,NA,333,NA,333,333,NA,333,333,333
"pan_gene_101229",NA,NA,NA,1434,1434,NA,NA,1428,NA,1431,624,NA,NA,1434,NA,NA,1431,NA,NA,NA,759,NA,249,NA,NA,1422,1429.5
"pan_gene_10123",624,624,627,609,624,621,627,609,609,621,624,624,780,609,774,627,627,633,864,627,624,627,633,633,621,627,625.5
"pan_gene_101237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,264
"pan_gene_10124",636,NA,624,624,NA,NA,624,624,636,NA,648,NA,NA,624,NA,NA,645,630,NA,NA,NA,648,630,NA,NA,636,630
"pan_gene_101243",NA,NA,NA,NA,NA,1329,NA,1344,1344,NA,NA,NA,NA,NA,NA,NA,1347,NA,NA,NA,1344,1344,1035,1035,NA,NA,1344
"pan_gene_101245",1026,NA,420,291,420,2277,NA,2373,2148,NA,NA,489,291,636,981,2277,1026,NA,NA,1026,1026,NA,NA,912,1026,NA,1026
"pan_gene_10126",1314,1314,1314,1314,1314,1305,1314,1314,1308,1314,1314,1314,1314,1314,1314,1314,1314,1314,1314,1314,1314,1314,1314,1314,1314,1314,1314
"pan_gene_10127",339,363,435,1275,564,NA,NA,519,NA,492,735,NA,735,342,564,NA,NA,342,NA,NA,NA,1950,789,NA,NA,564,564
"pan_gene_101272",NA,1095,1098,1083,1098,1092,1092,1083,1095,1083,1092,1095,1083,1083,1098,1083,1083,1092,1092,1092,1098,1095,1092,1095,1098,1083,1092
"pan_gene_101276",NA,399,NA,NA,NA,NA,NA,363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516,363,363,363
"pan_gene_10129",NA,NA,510,NA,NA,252,NA,NA,252,NA,798,NA,NA,NA,NA,NA,NA,480,252,NA,252,252,486,NA,NA,NA,252
"pan_gene_101291",498,498,498,498,498,498,498,498,NA,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,NA,498
"pan_gene_1013",510,510,510,510,510,510,510,510,510,327,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510
"pan_gene_101303",NA,351,324,NA,NA,NA,NA,324,NA,NA,NA,324,NA,NA,NA,NA,324,NA,NA,NA,NA,NA,NA,324,NA,324,324
"pan_gene_10131",2577,2577,2580,2568,2586,2574,2568,2574,2577,2574,2574,2568,2574,2568,2574,2574,2568,2568,2568,2580,2568,2568,2568,2568,2568,2568,2571
"pan_gene_10133",1050,1050,1047,1050,1050,1050,1050,1050,1050,1050,1050,1056,1050,1050,1050,1050,1047,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050
"pan_gene_101337",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,417,417
"pan_gene_101338",NA,900,966,936,942,936,882,939,936,912,918,852,936,798,954,NA,936,939,NA,912,912,900,918,927,933,NA,930
"pan_gene_10134",1383,1383,1383,1389,1383,1383,1386,1389,1389,1383,1383,1383,1383,1389,1383,1383,1383,1383,1383,1398,1389,1383,1383,1383,1383,1383,1383
"pan_gene_101342",NA,NA,NA,NA,NA,NA,NA,NA,NA,345,345,NA,NA,NA,NA,NA,NA,345,NA,NA,NA,NA,NA,NA,NA,600,345
"pan_gene_101345",NA,NA,NA,384,NA,NA,NA,NA,NA,NA,483,NA,NA,NA,NA,NA,483,NA,789,NA,NA,NA,NA,NA,NA,555,483
"pan_gene_101346",NA,NA,NA,NA,NA,NA,294,NA,NA,NA,NA,294,NA,NA,NA,NA,NA,294,NA,348,NA,NA,294,NA,294,294,294
"pan_gene_101348",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,609,609
"pan_gene_101349",NA,624,645,NA,NA,651,NA,651,642,669,NA,NA,534,645,582,651,582,NA,NA,NA,645,651,642,651,549,NA,645
"pan_gene_101354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360,NA,360,NA,NA,NA,NA,NA,NA,NA,309,360
"pan_gene_101355",NA,507,NA,507,636,NA,NA,NA,NA,NA,NA,NA,NA,669,NA,NA,NA,NA,705,NA,NA,351,NA,NA,NA,348,507
"pan_gene_101358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336,336
"pan_gene_101364",NA,816,NA,NA,NA,NA,NA,NA,NA,NA,NA,363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,822,816
"pan_gene_101367",NA,462,462,462,462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,462,NA,NA,NA,462,NA,NA,462,462
"pan_gene_101374",NA,300,NA,NA,NA,NA,336,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276,300
"pan_gene_101375",NA,NA,NA,NA,795,NA,795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,795
"pan_gene_10138",1008,954,585,990,981,993,990,990,978,528,1008,996,1008,990,987,1011,966,975,972,990,990,1008,975,972,975,993,990
"pan_gene_101380",NA,264,NA,NA,240,NA,534,NA,NA,NA,NA,477,NA,NA,NA,NA,NA,300,NA,NA,NA,300,NA,507,264,477,300
"pan_gene_101381",NA,NA,NA,NA,NA,NA,NA,378,NA,NA,NA,378,NA,NA,NA,NA,NA,NA,NA,NA,NA,378,294,NA,378,378,378
"pan_gene_101384",NA,NA,NA,NA,NA,NA,NA,1227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366,796.5
"pan_gene_101388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348,348
"pan_gene_10139",672,672,672,672,684,672,672,672,672,543,684,678,672,672,684,672,684,684,684,672,672,678,684,684,672,672,672
"pan_gene_101390",NA,NA,NA,231,NA,NA,NA,NA,NA,NA,NA,231,540,NA,NA,NA,NA,NA,231,NA,NA,NA,NA,231,NA,231,231
"pan_gene_101395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,423,NA,NA,NA,423,NA,NA,NA,NA,384,NA,423,NA,423,423
"pan_gene_1014",831,1002,996,1002,996,1002,1002,996,831,1002,1005,831,1002,1002,996,1002,831,762,1011,996,1002,837,1086,831,1002,1002,1002
"pan_gene_10140",8163,8163,8163,8148,8151,8139,8148,8148,8148,8148,8160,8160,8148,8148,8157,8148,8157,8148,8160,8148,8148,8148,8148,8160,8157,8148,8148
"pan_gene_101406",2079,2079,2079,2079,2079,2079,2079,2079,2079,2079,2079,2079,2079,2079,2079,2079,2079,2079,2079,2079,2079,2079,2079,2079,2079,NA,2079
"pan_gene_101424",NA,1242,1242,1242,1242,1242,NA,NA,1242,NA,1242,1242,1242,1242,NA,1242,NA,1242,1242,NA,1242,1242,1242,NA,750,1242,1242
"pan_gene_101426",NA,273,273,NA,273,273,NA,NA,273,NA,255,273,NA,273,NA,273,273,NA,NA,273,273,NA,273,273,273,273,273
"pan_gene_101430",NA,NA,354,471,NA,471,1263,354,NA,NA,NA,NA,354,NA,NA,NA,354,NA,NA,NA,NA,NA,360,NA,NA,NA,357
"pan_gene_101436",NA,429,NA,303,NA,NA,NA,NA,NA,NA,618,NA,NA,NA,438,534,NA,NA,468,888,NA,NA,NA,NA,NA,NA,468
"pan_gene_101437",NA,354,NA,NA,NA,354,NA,NA,NA,NA,NA,NA,393,NA,NA,NA,NA,NA,486,NA,NA,NA,NA,NA,NA,447,393
"pan_gene_10144",1845,1944,1944,1944,1083,1845,1944,966,1944,1944,1944,1944,1944,1944,1845,1944,NA,1944,1944,1845,1944,1944,1944,1944,1944,966,1944
"pan_gene_101441",1083,765,3060,3060,3060,3060,3060,3060,3060,3060,3060,3060,3060,3060,3060,3060,3060,3054,3060,3060,1674,3060,693,3060,3060,NA,3060
"pan_gene_101452",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,513,NA,NA,NA,NA,NA,NA,NA,NA,273,393
"pan_gene_10148",1416,1605,1419,1416,1602,1419,1416,1500,1623,1419,1419,1416,1623,1416,1281,1416,1620,1416,1614,1419,1416,1419,1422,1416,1416,1419,1419
"pan_gene_10149",1203,1206,1209,1230,1209,NA,1191,1179,NA,NA,1191,NA,1206,1206,NA,1191,840,1206,1242,1197,1206,NA,1218,NA,1212,1212,1206
"pan_gene_101491",NA,276,276,NA,276,279,276,276,NA,NA,NA,NA,276,276,NA,276,NA,276,276,NA,276,NA,276,276,NA,276,276
"pan_gene_1015",366,1788,1788,1788,993,1788,1788,1788,1788,1263,1788,1788,1788,1788,1788,1788,1788,1788,1788,1788,1788,1788,1788,1788,1788,1788,1788
"pan_gene_10150",3711,3708,3708,3711,3711,3711,3711,3711,3711,3711,3708,3711,3708,3708,3711,3708,3708,3708,3708,3708,3711,3711,3708,3711,3711,3708,3711
"pan_gene_101501",NA,405,NA,NA,315,486,573,NA,NA,447,NA,NA,369,369,NA,NA,NA,NA,NA,444,486,486,405,NA,405,369,405
"pan_gene_10151",276,NA,630,276,NA,NA,276,NA,NA,354,354,534,534,276,NA,NA,NA,NA,NA,NA,NA,354,276,276,354,276,315
"pan_gene_101511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402,402
"pan_gene_10152",1611,1611,1611,1611,1611,1611,1611,1611,1611,1611,1611,1611,1611,1611,1611,1611,1611,1611,1611,1611,1611,1611,1611,1611,1611,1611,1611
"pan_gene_101526",NA,456,NA,NA,NA,NA,NA,NA,NA,402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,456,NA,NA,429,NA,456,456
"pan_gene_101527",NA,414,NA,378,330,597,591,NA,330,NA,255,366,315,591,NA,366,549,318,330,NA,330,366,330,NA,NA,549,366
"pan_gene_10153",1419,1419,NA,1419,NA,NA,NA,1452,1386,1419,NA,NA,1386,1419,NA,NA,NA,1419,1401,NA,1425,NA,1401,NA,NA,1404,1419
"pan_gene_101532",NA,375,327,NA,294,375,294,NA,375,294,NA,294,294,294,NA,NA,294,NA,NA,NA,294,NA,NA,336,NA,375,294
"pan_gene_101538",NA,663,663,663,663,663,663,663,NA,663,663,663,663,663,663,NA,663,663,663,663,663,663,663,663,663,663,663
"pan_gene_10154",NA,NA,NA,NA,NA,399,NA,297,NA,NA,549,NA,297,393,NA,NA,393,393,NA,420,NA,NA,NA,NA,NA,NA,393
"pan_gene_101545",NA,NA,NA,303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282,1188,NA,NA,NA,NA,NA,NA,306,NA,NA,303,303
"pan_gene_10155",1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269
"pan_gene_101559",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,339,339
"pan_gene_10156",309,309,306,783,306,855,306,327,NA,306,306,306,NA,657,399,399,444,NA,513,309,438,NA,309,309,306,534,309
"pan_gene_101560",NA,NA,NA,NA,NA,NA,NA,NA,NA,387,NA,NA,NA,414,NA,NA,NA,414,NA,NA,NA,NA,NA,NA,NA,414,414
"pan_gene_101562",NA,492,495,NA,492,492,492,492,492,210,495,495,492,492,495,492,492,492,492,492,492,492,495,495,495,492,492
"pan_gene_101563",NA,NA,NA,504,NA,504,NA,504,504,504,504,NA,312,504,NA,504,504,NA,312,504,504,NA,504,NA,NA,504,504
"pan_gene_101568",NA,NA,474,NA,NA,NA,NA,NA,NA,NA,NA,474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,360,360,201,360
"pan_gene_101570",NA,180,393,NA,NA,393,498,393,327,NA,NA,447,618,534,NA,468,NA,165,NA,303,NA,NA,393,NA,NA,327,393
"pan_gene_10158",1245,1245,1227,1230,1224,1233,1227,1200,1224,1227,1227,1227,1224,1230,1227,1227,1227,1230,1227,1227,1230,1227,1227,1227,1200,1230,1227
"pan_gene_1016",957,957,957,957,957,957,957,957,957,957,957,957,957,957,957,957,957,957,957,957,957,957,957,957,957,957,957
"pan_gene_101608",NA,NA,NA,NA,NA,NA,NA,NA,309,NA,NA,NA,357,NA,NA,312,NA,312,NA,NA,NA,NA,NA,360,363,357,357
"pan_gene_10161",951,795,NA,795,795,NA,795,795,795,300,795,795,795,795,NA,795,795,795,795,795,795,795,NA,795,795,795,795
"pan_gene_101611",NA,393,393,663,663,663,261,663,663,663,663,393,663,663,663,393,663,663,267,267,663,393,663,267,267,261,663
"pan_gene_101613",NA,804,786,792,717,804,786,792,792,792,786,786,792,786,804,786,786,792,786,786,792,804,792,786,804,786,792
"pan_gene_10162",678,NA,678,327,678,327,678,678,678,678,678,678,NA,327,528,678,678,678,678,327,327,528,678,678,678,735,678
"pan_gene_101628",NA,1095,1095,1095,1095,582,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095
"pan_gene_101629",348,348,NA,348,NA,NA,711,426,603,603,348,NA,306,NA,306,348,1044,426,330,348,2049,348,NA,NA,348,NA,348
"pan_gene_10163",2811,3318,3315,3318,3318,3318,1872,3318,3315,3258,3255,3318,3318,3318,3315,3318,3318,3318,3318,3318,3315,3315,3312,3318,3318,3318,3318
"pan_gene_101630",NA,NA,528,366,423,534,NA,NA,NA,375,375,NA,366,375,375,NA,NA,375,480,NA,375,NA,375,375,423,375,375
"pan_gene_101631",NA,699,624,624,NA,618,NA,699,NA,NA,624,NA,624,624,NA,699,615,774,NA,615,NA,NA,NA,624,NA,624,624
"pan_gene_10164",1104,1104,1104,1104,1104,1104,1104,1104,1104,1104,1104,1104,1104,1104,1104,1104,1104,1104,1104,1104,1104,1104,1104,1104,1104,1104,1104
"pan_gene_101640",NA,1503,1491,1170,1251,933,1431,1539,1335,1284,1497,1656,1242,1410,1578,1431,1305,1476,1503,1374,1242,1131,918,1830,1497,1152,1410
"pan_gene_101645",NA,1347,1347,1329,1347,1347,1347,1353,1347,1329,1353,1347,1347,1347,1347,1347,1347,1347,1347,1347,1347,1347,1347,1353,1356,1347,1347
"pan_gene_10165",480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480,NA,NA,NA,NA,NA,NA,480,NA,480,NA,NA,480
"pan_gene_101650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408,313.5
"pan_gene_101657",NA,NA,NA,NA,261,204,261,NA,NA,261,NA,204,261,204,NA,NA,NA,NA,261,NA,204,NA,NA,204,204,264,232.5
"pan_gene_101659",NA,558,NA,NA,NA,NA,NA,558,558,NA,NA,477,NA,NA,558,NA,NA,NA,558,558,NA,NA,NA,NA,558,558,558
"pan_gene_10166",NA,720,NA,720,720,1263,513,801,NA,720,720,720,1263,720,285,NA,582,720,264,720,1320,318,285,NA,693,720,720
"pan_gene_101660",NA,NA,288,NA,NA,246,NA,237,243,288,NA,246,NA,NA,246,288,288,246,NA,246,NA,NA,246,288,270,285,246
"pan_gene_101663",NA,429,204,NA,204,NA,NA,204,204,204,NA,204,204,204,204,204,204,204,NA,204,204,204,204,NA,204,204,204
"pan_gene_101665",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,321
"pan_gene_10167",1557,1368,1368,1368,1368,1368,1368,1368,1368,1368,1368,1368,1368,1557,1368,1368,1368,1557,1368,1368,1368,1368,1368,1368,1368,1368,1368
"pan_gene_101671",NA,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975
"pan_gene_101673",NA,270,270,294,NA,270,261,270,270,NA,NA,NA,270,270,270,NA,270,267,NA,267,NA,270,270,270,270,270,270
"pan_gene_101676",NA,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996
"pan_gene_101677",NA,324,NA,NA,303,NA,303,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,324,324,NA,NA,NA,NA,NA,324,324,324
"pan_gene_10168",600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600
"pan_gene_10169",585,585,585,585,585,585,NA,585,585,585,585,585,585,585,585,585,585,585,564,585,585,585,564,585,585,585,585
"pan_gene_101694",NA,1242,1242,1248,1245,1248,1242,1248,1242,1245,1245,1248,1248,1242,1242,1242,1248,1248,1242,1236,1251,1236,1242,1245,1248,1248,1245
"pan_gene_101695",NA,NA,NA,495,282,NA,NA,NA,282,NA,NA,NA,NA,282,NA,NA,354,NA,NA,282,NA,NA,NA,NA,NA,354,282
"pan_gene_101699",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348,348
"pan_gene_101710",NA,NA,522,NA,NA,NA,522,NA,522,NA,NA,522,522,522,522,NA,NA,522,522,522,522,273,NA,NA,NA,522,522
"pan_gene_10172",NA,1113,1113,NA,NA,NA,NA,1113,NA,1113,1113,1113,1113,NA,1113,NA,933,1113,1113,1113,NA,1113,1113,1113,1113,1113,1113
"pan_gene_101722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315,NA,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315,315
"pan_gene_101723",NA,753,786,783,786,780,783,753,789,591,780,NA,786,783,NA,780,783,NA,780,783,783,NA,783,510,783,789,783
"pan_gene_10173",498,498,537,378,NA,498,378,NA,378,498,498,498,498,378,498,189,498,378,498,498,378,378,498,498,498,498,498
"pan_gene_101737",NA,1095,2586,2520,2607,2607,309,1782,1086,2586,2586,2607,2607,2607,2490,2607,2607,2514,303,444,2586,1095,2607,1875,2586,2202,2586
"pan_gene_10174",1770,1770,1773,1770,1770,1770,1773,1773,1773,1239,1770,1773,1773,1770,1770,1773,1773,1770,1764,1770,1770,1770,1764,1770,1770,1773,1770
